scene,platform_id,time,subswath,burst,lat,lon,dist_km,inc_deg,v_los_drift,method,v_los_pipe,residual
scene48,5801988,2025-10-27 17:00:00,iw3,0,-34.43237,31.40149,0.1431732581960196,44.66550064086914,-0.0708898779189697,ocn_dc_full,,
scene51,2802022,2024-11-02 23:00:00,iw3,4,38.63909,-69.8555,1.323400874139965,45.165672302246094,0.4631984151898641,ocn_dc_geom,0.4372462034225464,-0.025952211767317712
scene51,2802022,2024-11-02 23:00:00,iw3,4,38.63909,-69.8555,1.323400874139965,45.165672302246094,0.4631984151898641,ocn_dc_stokes,,
scene51,2802022,2024-11-02 23:00:00,iw3,4,38.63909,-69.8555,1.323400874139965,45.165672302246094,0.4631984151898641,ocn_dc_mouche,,
scene51,2802022,2024-11-02 23:00:00,iw3,4,38.63909,-69.8555,1.323400874139965,45.165672302246094,0.4631984151898641,ocn_dc_full,,
scene52,5301665,2024-11-02 23:00:00,iw3,3,39.79048,-70.70264,1.2989584397197154,42.41140365600586,-0.4206908397803078,ocn_dc_geom,-1.1433637142181396,-0.7226728744378319
scene52,5301665,2024-11-02 23:00:00,iw3,3,39.79048,-70.70264,1.2989584397197154,42.41140365600586,-0.4206908397803078,ocn_dc_stokes,-1.135267755948007,-0.7145769161676994
scene52,5301665,2024-11-02 23:00:00,iw3,3,39.79048,-70.70264,1.2989584397197154,42.41140365600586,-0.4206908397803078,ocn_dc_mouche,-1.0624292707070708,-0.6417384309267631
scene52,5301665,2024-11-02 23:00:00,iw3,3,39.79048,-70.70264,1.2989584397197154,42.41140365600586,-0.4206908397803078,ocn_dc_full,-0.9846413871273398,-0.5639505473470321
scene53,6203772,2024-11-04 22:00:00,iw1,7,35.93852,-67.07352,1.1988402075994022,35.505943298339844,0.0758642452885927,ocn_dc_geom,-0.7709417939186096,-0.8468060392072023
scene53,6203772,2024-11-04 22:00:00,iw1,7,35.93852,-67.07352,1.1988402075994022,35.505943298339844,0.0758642452885927,ocn_dc_stokes,-0.7078140825033188,-0.7836783277919115
scene53,6203772,2024-11-04 22:00:00,iw1,7,35.93852,-67.07352,1.1988402075994022,35.505943298339844,0.0758642452885927,ocn_dc_mouche,-0.48905324935913086,-0.5649174946477236
scene53,6203772,2024-11-04 22:00:00,iw1,7,35.93852,-67.07352,1.1988402075994022,35.505943298339844,0.0758642452885927,ocn_dc_full,-0.24865496158599854,-0.32451920687459124
scene54,7810313,2024-11-04 22:00:00,iw3,3,40.13721,-66.7749,0.3813695130805226,41.87913131713867,-0.1374885830644182,ocn_dc_geom,-1.2044838666915894,-1.0669952836271712
scene54,7810313,2024-11-04 22:00:00,iw3,3,40.13721,-66.7749,0.3813695130805226,41.87913131713867,-0.1374885830644182,ocn_dc_stokes,-1.1719188913702965,-1.0344303083058783
scene54,7810313,2024-11-04 22:00:00,iw3,3,40.13721,-66.7749,0.3813695130805226,41.87913131713867,-0.1374885830644182,ocn_dc_mouche,-1.0133723691105843,-0.8758837860461661
scene54,7810313,2024-11-04 22:00:00,iw3,3,40.13721,-66.7749,0.3813695130805226,41.87913131713867,-0.1374885830644182,ocn_dc_full,-0.9277706146240234,-0.7902820315596053
scene58,7810312,2024-11-09 23:00:00,iw1,0,36.73856,-69.26871,0.5834380711609707,35.7381591796875,-0.1594644183657566,ocn_dc_geom,-0.8154265880584717,-0.6559621696927151
scene58,7810312,2024-11-09 23:00:00,iw1,0,36.73856,-69.26871,0.5834380711609707,35.7381591796875,-0.1594644183657566,ocn_dc_stokes,-0.7958181817084551,-0.6363537633426986
scene58,7810312,2024-11-09 23:00:00,iw1,0,36.73856,-69.26871,0.5834380711609707,35.7381591796875,-0.1594644183657566,ocn_dc_mouche,-0.7112473640590906,-0.5517829456933341
scene58,7810312,2024-11-09 23:00:00,iw1,0,36.73856,-69.26871,0.5834380711609707,35.7381591796875,-0.1594644183657566,ocn_dc_full,-0.4667918924242258,-0.3073274740584692
scene59,2802022,2024-11-09 23:00:00,iw1,1,38.46136,-70.159454,1.1605941955142791,32.914833068847656,0.082829069319637,ocn_dc_geom,-0.6983346939086914,-0.7811637632283284
scene59,2802022,2024-11-09 23:00:00,iw1,1,38.46136,-70.159454,1.1605941955142791,32.914833068847656,0.082829069319637,ocn_dc_stokes,,
scene59,2802022,2024-11-09 23:00:00,iw1,1,38.46136,-70.159454,1.1605941955142791,32.914833068847656,0.082829069319637,ocn_dc_mouche,,
scene59,2802022,2024-11-09 23:00:00,iw1,1,38.46136,-70.159454,1.1605941955142791,32.914833068847656,0.082829069319637,ocn_dc_full,,
scene60,4401582,2024-11-12 23:00:00,iw1,0,34.87622,-75.124725,1.3956530825945273,35.13259506225586,0.4405069157047667,ocn_dc_geom,-0.3059047758579254,-0.7464116915626922
scene60,4401582,2024-11-12 23:00:00,iw1,0,34.87622,-75.124725,1.3956530825945273,35.13259506225586,0.4405069157047667,ocn_dc_stokes,,
scene60,4401582,2024-11-12 23:00:00,iw1,0,34.87622,-75.124725,1.3956530825945273,35.13259506225586,0.4405069157047667,ocn_dc_mouche,,
scene60,4401582,2024-11-12 23:00:00,iw1,0,34.87622,-75.124725,1.3956530825945273,35.13259506225586,0.4405069157047667,ocn_dc_full,,
scene61,5301664,2024-11-12 23:00:00,iw2,3,38.71094,-74.90741,1.1157113600021566,40.83536911010742,-0.0438208215505773,ocn_dc_geom,-0.40157172083854675,-0.35775089928796944
